54.39.53.104,3128,HTTPS
67.205.177.148,3128,HTTPS
198.50.147.158,3128,HTTPS
138.197.108.5,3128,HTTPS
35.245.145.147,80,HTTPS
172.106.106.100,3128,HTTPS
23.237.173.102,3128,HTTPS
174.138.44.35,8080,HTTPS
199.195.248.24,8080,HTTPS
51.79.69.47,8080,HTTPS
68.183.196.82,8080,HTTPS
165.22.36.112,3128,HTTPS
104.236.248.219,3128,HTTPS
157.55.199.147,80,HTTPS
208.108.120.58,8080,HTTPS
159.65.182.70,8888,HTTPS
35.192.170.115,3128,HTTPS
198.98.51.240,8080,HTTPS
157.55.197.235,80,HTTPS
81.23.32.47,443,HTTPS
51.77.215.51,3128,HTTPS
64.235.204.107,8080,HTTPS
52.56.65.139,3128,HTTPS
88.150.180.249,3128,HTTPS
88.150.180.219,3128,HTTPS
88.150.180.250,3128,HTTPS
88.150.180.248,3128,HTTPS
51.158.111.229,8811,HTTPS
163.172.148.62,8811,HTTPS
163.172.152.52,8811,HTTPS
51.158.108.135,8811,HTTPS
